Ime,Priljubljenost,Cena [£],Vrsta izdelka,Podjetje,Avtor,Jezik,Število vzorcev,Število strani,Raven znanja 
Pebble Stitch Throw in Bernat Blanket Brights Big Ball - Downloadable PDF,1973,0.00,Blankets,Bernat,,English|French,1,1,Beginner
Fancy Top in Adriafil Gem - Downloadable PDF,1974,0.00,Tops,Adriafil,,English,1,1,
Openwork Wrap in Caron Simply Soft - Downloadable PDF,1975,0.00,Shawls,Caron,Lisa Gentry,English,1,4,Beginner
Wall Basket,1976,0.00,Homeware,Independent Designer,ReyCreate,English,1,1,Beginner
Gehäkeltes Dreiecktuch in Schachenmayr Catania Fine - S6928 - Downloadable PDF,1977,0.00,Shawls,Schachenmayr,,German,1,2,
Amigurumi Straight Bunny Rabbit 2 in 1,1978,0.00,Toys,Independent Designer,TatieSoftToys,English,1,15,Intermediate
Squirtle,1979,0.00,Toys,Independent Designer,Tessa D,English,1,,Intermediate
Woodland Waves Throw in Caron One Pound - Downloadable PDF,1980,0.00,Blankets,Caron,Carrie Carpenter,English,1,2,Beginner
Flower,1981,0.00,Flower,Independent Designer,Annemarie Benthem,English,1,,Beginner
Shell Stitch Tee - Free Top Crochet Pattern for Women in Paintbox Yarns Cotton DK,1982,0.00,Sweaters,Paintbox Yarns,Paintbox Yarns,English,1,5,Intermediate
Gay Pride Rainbow Pussy Hat,1983,0.00,Accessories,Independent Designer,Judith Stalus,English,1,5,Beginner
"Crochet Heart,Crochet Hearts Patterns,Crochet Heart-shaped Fireworks Keychain",1984,0.00,Accessories,Independent Designer,Kathy Leung,English,1,6,Beginner
Flower Cat,1985,0.00,Toys,Independent Designer,Sarah  Reed,English,1,,Intermediate
Mel the Snowman - Free Toy Crochet Pattern For Christmas in Paintbox Yarns Cotton Aran by Paintbox Yarns,1986,0.00,Toys,Paintbox Yarns,Ilaria Caliri,English,1,5,Beginner
Crochet Calla Lily,1987,0.00,Homeware,Independent Designer,Roseanna Murray,English,1,5,Intermediate
Free Baby Yoda Inspired Fan Art Pattern,1988,0.00,Toys,Independent Designer,Theresa,English,1,,Beginner
Gingerbread Christmas Wreath - Free Christmas Decorations Crochet Pattern in Paintbox Yarns Cotton DK,1989,0.00,Decorations,Paintbox Yarns,Paintbox Yarns,English,1,7,Intermediate
Twinkling Granny Square,1990,0.00,Homeware,Independent Designer,Merrian Holland,English,1,5,Intermediate
Sun Star Snowflake,1991,0.00,Homeware,Independent Designer,Renata Saj,English|Swedish,1,,Intermediate
Colourful Baby Vest,1992,0.00,Cardigans,Independent Designer,annelies baes,English,1,6,Intermediate
Bunnies,1993,0.00,Toys,Independent Designer,Sayjai Thawornsupacharoen,English,1,6,Beginner
Vintage Rainbow Square,1994,0.00,Vintage Rainbow Square,Independent Designer,Crafty CC,English,1,,Intermediate
Brides and buds,1995,0.00,Accessories,Independent Designer,Rutahandmade,English,1,,Intermediate
Pretty Petals Mandala,1996,0.00,Homeware,Independent Designer,Hattie Risdale,English,1,6,Intermediate
Bumble the Bee,1997,0.00,Toys,Independent Designer,Carolyne Brodie,English,1,62,Intermediate
Super Mario!,1998,0.00,Toys,Independent Designer,Flying Dutchman Crochet Design,English,1,7,Intermediate
"""Confite friends"" bear",1999,0.00,Toys,Independent Designer,Gava Crochet,English,1,5,Intermediate
Bumblebees,2000,0.00,Toys,Independent Designer,Son's Popkes,English,1,5,Beginner
Amigurumi Tiny Tom Turkey,2001,0.00,Toys,Independent Designer,Mevlinn Gusick,English,1,,Intermediate
Stretchable Beanie small,2002,0.00,Hats,Independent Designer,handmade by sminé,English,1,,Intermediate
Crochet Anemone,2003,0.00,Crochet Anemone,Independent Designer,Roseanna Murray,English,1,7,Beginner
Piggy,2004,0.00,Toys,Independent Designer,Carolyne Brodie,English,1,,Intermediate
Christmas Bulb Ornament,2005,0.00,Homeware,Independent Designer,Hearts and Wheels,English,1,4,Beginner
Opposites attract hats,2006,0.00,Hats,Independent Designer,Ishbel Miller,English,1,4,Intermediate
BB-8 from Star Wars,2007,0.00,Toys,Independent Designer,Melissa's Crochet Patterns,English,1,7,Intermediate
Fruit Coasters,2008,0.00,Homeware,Independent Designer,Annemarie Benthem,English,1,4,Beginner
Crochet Prayer Shawl in Bernat Satin,2009,0.00,Shawls,Bernat,,English,1,,
Rustic Ribbed Beanie,2010,0.00,Accessories,Independent Designer,Harlow Monroe Handmade,English,1,6,Beginner
Perfect Preemie Baby Hat,2011,0.00,Baby Hats,Independent Designer,Heather Quill,English,1,1,Beginner
Crochet Flowers for Workshops in Sirdar Supersoft Aran & Click Chunky,2012,0.00,Decorations,Sirdar,,English,1,,
Sunbeam A-line Vest - Free Top Crochet Pattern For Women in Paintbox Yarns Cotton 4 ply by Paintbox Yarns,2013,0.00,Tops,Paintbox Yarns,Paintbox Yarns,English|German,1,4,Beginner
Baby Hat And Mitts Set,2014,0.00,Baby Hats,Independent Designer,Joan Laws,English,1,4,Beginner
Lilo and stitch coin purse crochet pattern,2015,0.00,Accessories,Independent Designer,Lenn's Craft,English,1,,Beginner
"A Hungry, Hairy Caterpillar",2016,0.00,Toys,Independent Designer,Seolta Hooker,English,1,4,Beginner
Crochet Pattern Pincushion!,2017,0.00,Toys,Independent Designer,amigoll9,English,1,5,Beginner
Minecraft Creeper Slippers,2018,0.00,Minecraft Creeper Slippers,Independent Designer,Codi Hudnall,English,1,,Beginner
Rula Placemat in Lion Brand Just Hemp - M20358 JH - Downloadable PDF,2019,0.00,Accessories,Lion Brand,Lion Brand,English,1,4,Beginner
Flower Bookmark,2020,0.00,Homeware,Independent Designer,Annemarie Benthem,English,1,3,Beginner
Granny Square Tile Dress - Free Dress Crochet Pattern For Women in Paintbox Yarns Cotton 4 ply by Paintbox Yarns,2021,0.00,Dresses,Paintbox Yarns,Paintbox Yarns,English,1,5,Advanced
Ideal Square,2022,0.00,Ideal Square,Independent Designer,Ms Premise-Conclusion,English,1,3,Beginner
Child’s Crochet Crew Neck Cardigan in Caron Simply Soft - Downloadable PDF,2023,0.00,Cardigans,Caron,,English,1,4,Beginner
Rings Top & Pullover in Adriafil Uno a Makò 8 - Downloadable PDF,2024,0.00,Sweaters,Adriafil,,English,2,1,
Lacy Cropped Cardigan in Caron Simply Soft - Downloadable PDF,2025,0.00,Cardigans,Caron,Heidi Stepp,English,1,5,Intermediate
Mini Buttoned Coin Purse,2026,0.00,Accessories,Independent Designer,Sue Burgess,English,1,,Beginner
Mole,2027,0.00,Toys,Independent Designer,Carolyne Brodie,English,1,,Intermediate
Sakura Coaster,2028,0.00,Homeware,Independent Designer,K.A.M.E. Crochet,English,1,4,Intermediate
Princess Charlotte Baby Booties,2029,0.00,Booties,Independent Designer,Olivia Kent,English,1,2,Beginner
Boo the Fiendishly Friendly Ghost - Free Toy Crochet Pattern For Halloween in Paintbox Yarns Cotton Aran by Paintbox Yarns,2030,0.00,Toys,Paintbox Yarns,Irene Strange,,,,Intermediate
Circle Square Cushion,2031,0.00,Cushions,Independent Designer,Annemarie Benthem,English,,4,Beginner
Tree Of Life Afghan in Lion Brand Wool-Ease - 90360AD,2032,0.00,Blankets,Lion Brand,,English,1,,
Little Spark Amigurumi Light Bulb,2033,0.00,Toys,Independent Designer,Lex in Stitches,English,1,4,Beginner
Desert Tunic - Free Top Crochet Pattern For Women in Paintbox Yarns Cotton 4 ply by Paintbox Yarns,2034,0.00,Vests Knitting Patterns,Paintbox Yarns,Paintbox Yarns,English|German,1,4,Beginner
Square Barbie,2035,0.00,Toys,Independent Designer,Woolly Thoughts,English,1,11,Beginner
Super Summer Backpack in Lion Brand Wool-Ease Thick & Quick - 80406AD,2036,0.00,Super Summer Backpack in Lion Brand Wool-Ease Thick & Quick - 80406AD,Lion Brand,,English,1,,
Tiny Christmas tree amigurumi,2037,0.00,Toys,Independent Designer,João Pedro Basques,English|Portuguese|Spanish,1,21,Beginner
Free Jellyfish Crochet,2038,0.00,Toys,Independent Designer,Peach.Unicorn,English,1,1,Beginner
You do you boo top,2039,0.00,Tops,Independent Designer,Les.Terribles,English,1,6,Beginner
Spectrum Afghan in Caron Simply Soft and Simply Soft Brites - Downloadable PDF,2040,0.00,Blankets,Caron,,English,1,1,Beginner
Pouch/pochette,2041,0.00,Accessories,Independent Designer,e.neshacrochet,English|French,1,6,Beginner
Granny Motif Baby Sack in Bernat Baby Coordinates Solids,2042,0.00,Dresses,Bernat,,English,1,,
Cute pumpkin,2043,0.00,Toys,Independent Designer,Esther's Hands,English,1,4,Beginner
The Hearts Of Hope Coasters,2044,0.00,Homeware,Independent Designer,Ira Rott,English,1,4,Beginner
Peppermint Puff Baby Blanket in Caron One Pound - Downloadable PDF,2045,0.00,Blankets,Caron,Kim Biddix,English,1,2,Intermediate
Spring Daffodil,2046,0.00,Homeware,Independent Designer,Chroma Crochet,English,1,2,Intermediate
Garden Flowers Throw in Caron One Pound - Downloadable PDF,2047,0.00,Blankets,Caron,,English,1,1,Beginner
Beachy Keen Cover Up in Bernat Maker Fashion - Downloadable PDF,2048,0.00,Dresses,Bernat,,English|French,1,1,Beginner
Christmas Tree - Free Crochet Patterns - Crochet Pattern Xmas Tree,2049,0.00,Accessories,Independent Designer,Kathy Leung,English,1,7,Beginner
Crocheted Bag in Cascade Yarns Ultra Pima - DK141 - Downloadable PDF,2050,0.00,Crocheted Bag in Cascade Yarns Ultra Pima - DK141 - Downloadable PDF,Cascade Yarns,Gloria Tracy,English,1,3,Intermediate
Love thy Bear,2051,0.00,Toys,Independent Designer,Cara Engwerda,English,1,6,Intermediate
Candy Cane Ornament in Caron Simply Soft - Downloadable PDF,2052,0.00,Decorations,Caron,,English,1,1,Beginner
Granny's Garden Tote,2053,0.00,Accessories,Independent Designer,Emma R Stone,English,1,10,Intermediate
Azilal Crocheted Cardigan in Berroco Vintage DK,2054,0.00,Cardigans,Berroco,,English,1,,
Butterfly Tank Top in Lion Brand 24/7 Cotton - Downloadable PDF,2055,0.00,Tops,Lion Brand,,English,1,8,Beginner
Newborn hat / beanie / Cluster V stitch,2056,0.00,Accessories,Independent Designer,Michelle Schermann,English,1,,Beginner
Csenge Anna Baby Set,2057,0.00,Accessories,Independent Designer,K.A.M.E. Crochet,English,1,7,Intermediate
Bucket hat - with a straight brim,2058,0.00,Accessories,Independent Designer,Craft Bindings,English,1,,Intermediate
Mandala Style Island Rug in Hoooked Ribbon XL Solids,2059,0.00,Mandala Style Island Rug in Hoooked Ribbon XL Solids,Hoooked,,English,1,1,Intermediate
Thick and Quick Twisted Headband,2060,0.00,Headbands,Independent Designer,K.A.M.E. Crochet,English,1,4,Beginner
Chrysalis,2061,0.00,Toys,Independent Designer,Jade Gauthier-Boutin,English|French,1,10,Beginner
Mom and Me Crochet Ponchos in Bernat Pop! - Downloadable PDF,2062,0.00,Ponchos,Bernat,,English,1,1,Beginner
Festival Crochet Scarf - Free Crochet Pattern For Women in Debbie Bliss Dulcie by Debbie Bliss,2063,0.00,Scarves & Shawls,Debbie Bliss,Debbie Bliss,English,1,4,Beginner
Duster Cover in Lily Sugar 'n Cream Ombre,2064,0.00,Accessories,Lily Sugar 'n Cream,,English,1,,
Rombus Coffee Cup Cozy,2065,0.00,Homeware,Independent Designer,K.A.M.E. Crochet,English,1,9,Intermediate
'NEONPARTY' Bikini,2066,0.00,Tops,Independent Designer,Arianna Amodeo,English,1,15,Intermediate
Textured Baby Blanket in Caron One Pound - Downloadable PDF,2067,0.00,Blankets,Caron,,English,1,1,Beginner
Mrs Potts and Chip,2068,0.00,Mrs Potts and Chip,Independent Designer,StitchWitchCreations,English,1,6,Intermediate
Sakura Granny Square,2069,0.00,Homeware,Independent Designer,K.A.M.E. Crochet,English,1,4,Beginner
Windowpane Scarf,2070,0.00,Accessories,Independent Designer,Adrienne Lash,English,1,,Intermediate
Bobble Blocks Baby Blanket in Caron Simply Soft Collection - Downloadable PDF,2071,0.00,Blankets,Caron,Lisa Gentry,English|French,1,2,Beginner
Cozy Man-Ghan Blanket in Caron Simply Soft - Downloadable PDF,2072,0.00,Blankets,Caron,Kim Guzman,English,1,2,Beginner
Anywhere Short-Sleeved Cardi in Caron Simply Soft Paints - Downloadable PDF,2073,0.00,Cardigans,Caron,Lorna Miser,English,1,3,Intermediate
Kelley's Ponchito,2074,0.00,Ponchos,Independent Designer,Julie Blagojevich,English,1,5,Intermediate
Ombre Rectangle Basket,2075,0.00,Homeware,Independent Designer,Craft With Jess,English,1,10,Beginner
Banana Split Amigurumi Food,2076,0.00,Toys,Independent Designer,Amigurumi Food,English,1,,Beginner
Crocheted Whale Keyring,2077,0.00,Accessories,Independent Designer,CatKnit,English,1,2,Intermediate
Ladies’ Lace Sweater in Schachenmayr Favorito - S8088A - Downloadable PDF,2078,0.00,Jumpers,Schachenmayr,,English|German,1,3,
Baby Blanket in Bernat Softee Baby Solids,2079,0.00,Blankets,Bernat,,English,1,,
Puffy Baby Blanket in Bernat Baby Blanket,2080,0.00,Blankets,Bernat,,English,1,,
Petunia Top in Adriafil Spice - Downloadable PDF,2081,0.00,Tops,Adriafil,,English,1,1,
Shaded Diagonal Scarf in Lion Brand Mandala - L60379 - Downloadable PDF,2082,0.00,Scarves & Shawls,Lion Brand,Teresa Chorzepa,English,1,3,Beginner
Esther Dress in Adriafil Memphis - Downloadable PDF,2083,0.00,Dresses,Adriafil,,English,1,2,
Cherry Blossom,2084,0.00,Cushions,Independent Designer,Crochet a Life,English,1,50,Intermediate
Sunburst Coasters in Lion Brand Color Theory - M22080 - Downloadable PDF,2085,0.00,Decorations,Lion Brand,Two of Wands,English,1,6,Intermediate
Short Hills Shell in Lion Brand Coboo - L80158a - Downloadable PDF,2086,0.00,Tops,Lion Brand,Teresa Chorzepa,English,1,7,Beginner
Lively Creamy Butterfly Brooch,2087,0.00,Accessories,Independent Designer,Jie,English,1,3,Beginner
Butterfly Magnet,2088,0.00,Homeware,Independent Designer,Merry Murray,English,1,1,Beginner
Round Lace doily,2089,0.00,Toys,Independent Designer,Frances Powell,English,1,2,Intermediate
Gehäkelte Tasche Bag in Schachenmayr Violena - 2022 - Downloadable PDF,2090,0.00,Gehäkelte Tasche Bag in Schachenmayr Violena - 2022 - Downloadable PDF,Schachenmayr,,German,1,2,
Roberta Top in Adriafil Memphis - Downloadable PDF,2091,0.00,Tops,Adriafil,,English,1,1,
Mini Axolotl,2092,0.00,Accessories,Independent Designer,HDMakes,English,1,3,Intermediate
After The Storm,2093,0.00,Cardigans,Independent Designer,Plays With Fibre,English,1,,Intermediate
Teddy Bear in DMC Petra Crochet Cotton Perle No. 3,2094,0.00,Toys,DMC,,English,1,,
Spaced Garter Ridge Blanket in Bernat Alize Blanket-EZ - Downloadable PDF,2095,0.00,Blankets,Bernat,,English,1,2,Beginner
Sleeveless Lace Top,2096,0.00,Tops,Independent Designer,Alichecreations,English,1,,Beginner
Salted Pretzel,2097,0.00,Homeware,Independent Designer,Chloe Bailey,English,,3,Beginner
Geometric Tile Sweater - Free Jumper Crochet Pattern For Women in Paintbox Yarns Cotton DK by Paintbox Yarns,2098,0.00,Sweaters,Paintbox Yarns,Paintbox Yarns,English,1,5,Advanced
Tiny eggplant amigurumi,2099,0.00,Toys,Independent Designer,João Pedro Basques,English|Portuguese|Spanish,1,18,Beginner
Cotton Sun Hat in Lion Brand Nature's Choice Organic Cotton - L10459,2100,0.00,Hats,Lion Brand,,English,1,,
Tiny eggplant amigurumi,2101,0.00,Toys,Independent Designer,João Pedro Basques,English|Portuguese|Spanish,1,18,Beginner
Cotton Sun Hat in Lion Brand Nature's Choice Organic Cotton - L10459,2102,0.00,Hats,Lion Brand,,English,1,,
Crochet Pattern For The Snail Keychain!,2103,0.00,Accessories,Independent Designer,amigoll9,English,1,4,Beginner
Tiny Fox Amigurumi,2104,0.00,Toys,Independent Designer,Amanda Maciel,English,1,,Intermediate
Renaissance Tunic in Caron Simply Soft - Downloadable PDF,2105,0.00,Dresses,Caron,Vashti Braha,English,1,9,Advanced
Charmander,2106,0.00,Toys,Independent Designer,Tessa D,English,1,4,Intermediate
Peruvian Tones Trillium Shawl in Cascade Yarns Ultra Pima Fine - FW241 - Downloadable PDF,2107,0.00,Shawls,Cascade Yarns,Elisabeth Davis de Herraiz,English,1,4,Intermediate
Tiles in Style Crochet Blanket in Caron Jumbo - Downloadable PDF,2108,0.00,Blankets,Caron,,English,1,2,Beginner
Rose and Leaves Embellishment,2109,0.00,Rose and Leaves Embellishment,Independent Designer,Kendal Smith,English,1,3,Intermediate
Christmas tree ornaments,2110,0.00,Toys,Independent Designer,Tremendu,English,,7,Beginner
Kelly Cardigan in Adriafil Uno a Ritorto 5 - Downloadable PDF,2111,0.00,Cardigans,Adriafil,,English,1,2,
Easy Shrug - plain and simple,2112,0.00,Boleros,Independent Designer,Peach.Unicorn,English,1,2,Beginner
Squishy Blanket - Free Crochet Pattern For Kids in Paintbox Yarns Chenille by Paintbox Yarns,2113,0.00,Blankets,Paintbox Yarns,Paintbox Yarns,English,1,3,Beginner
Choppy Wave T-Shirt - Free Top Crochet Pattern for Women in Paintbox Yarns Cotton DK and Metallic DK - Downloadable PDF,2114,0.00,Tops,Paintbox Yarns,Paintbox Yarns,English,1,6,Beginner
Sun and Shade Tank Top - Free Crochet Pattern For Women in Paintbox Yarns Cotton 4 ply by Paintbox Yarns,2115,0.00,Tops,Paintbox Yarns,Paintbox Yarns,English|German,1,5,Beginner
Fibonacci Barbie,2116,0.00,Toys,Independent Designer,Woolly Thoughts,English,1,5,Beginner
Learn to do Wiggly Crochet Hot Pad and Coaster,2117,0.00,Homeware,Independent Designer,Susan Lowman,English,1,7,Intermediate
Texture & Tassels Shawl - Free Crochet Pattern for Women in Paintbox Yarns Ombré Aran Wool Touch,2118,0.00,Shawls,Paintbox Yarns,Paintbox Yarns,English,1,3,Intermediate
Cabbage Roses in Lily Sugar 'n Cream Stripes - Downloadable PDF,2119,0.00,Accessories,Lily Sugar 'n Cream,,English,2,,
Pompom Rainbow,2120,0.00,Homeware,Independent Designer,Seolta Hooker,English,1,2,Beginner
Holly Bandeau in Wool and the Gang Buddy Hemp - Downloadable PDF,2121,0.00,Tops,Wool and the Gang,,English,1,32,Beginner
Swirls Hat in Cascade 220 Superwash Merino - W663 - Downloadable PDF,2122,0.00,Hats,Cascade Yarns,Anna R. Simonsen,English,1,3,Intermediate
Carissa Blanket,2123,0.00,Homeware,Independent Designer,Crafty Little Cottontail,English,1,,Beginner
Chocolate Eclair,2124,0.00,Homeware,Independent Designer,Chloe Bailey,English,1,3,Beginner
"Warm Heads, Busy Hands, Generous Hearts",2125,0.00,Hats,Independent Designer,Sharon Mooney,English,1,,Intermediate
Witch or Wizard Hats in Lily Sugar 'n Cream Solids,2126,0.00,Accessories,Lily Sugar 'n Cream,,English,2,,
Flower Pillow in Lion Brand Baby Soft - M23075 BS - Downloadable PDF,2127,0.00,Cushions,Lion Brand,Lion Brand,English,1,5,Beginner
Christmas Tree - Amigurumi Crochet - Free Crochet Patterns - Crochet Pattern Cute,2128,0.00,Toys,Independent Designer,Kathy Leung,English,1,7,Intermediate
Amigurumi Häkelanleitung für das Blumenkissen,2129,0.00,Homeware,Independent Designer,amigoll9,German,1,5,Beginner
Happy Camper Bucket Hat - Free Crochet Pattern for Women in Paintbox Yarns Wool Blend DK by Paintbox Yarns,2130,0.00,Hats,Paintbox Yarns,,English,1,4,Intermediate
