Ime,Priljubljenost,Cena [£],Vrsta izdelka,Podjetje,Avtor,Jezik,Število vzorcev,Število strani,Raven znanja 
Cinnamon Swirl Sweater - Free Jumper Crochet Pattern for Women in Paintbox Yarns Wool Blend Worsted - Downloadable PDF,1519,0.00,Jumpers,Paintbox Yarns,,English,1,4,Advanced
Roll Brim Baby Bear Beanie,1520,2.99,Hats,Independent Designer,Crafty Stuff Baby Knits,English,1,3,Intermediate
Daisy and Duke the Dachshunds,1521,3.50,Toys,Independent Designer,Moji-Moji Design,English,1,13,Beginner
Hamster,1522,0.00,Toys,Independent Designer,Carolyne Brodie,English,1,,Advanced
"Table Mats, Coasters, Runner, Seat Pads & Table Cloths in King Cole Giza 4Ply - 5071 - Downloadable PDF",1523,2.99,Table Setting,King Cole,,English,6,4,Intermediate
Mystical Marrakech Cardigan,1524,4.07,Cardigans,Independent Designer,Crojennifer,English,1,7,Beginner
Teardrop Hanging Basket,1525,2.50,Homeware,Independent Designer,The Left Hookery,English,1,3,Beginner
Quick & Easy Blanket in Bernat Chunky - Downloadable PDF,1526,0.00,Blankets,Bernat,,English,1,1,Beginner
Alien Invasion Crochet Beanie,1527,2.95,Accessories,Independent Designer,Knit and Crochet Ever After,English,1,17,Intermediate
The Gruffalo's Child toy,1528,4.66,Toys,Independent Designer,Olga Piliponis,English,1,,Intermediate
Kailua Cardigan in Berroco Chai - Downloadable PDF,1529,0.00,Cardigans,Berroco,Alison Green,English,1,8,Intermediate
Where Sky Meets Sea,1530,2.96,Accessories,Independent Designer,CJ Brady Designs,English,1,,Beginner
The White Baby Dress SET,1531,3.70,The White Baby Dress SET,Independent Designer,Soukaina,English|French,1,14,Beginner
My Way Blanket,1532,3.50,Homeware,Independent Designer,Alla Bella,English,1,27,Intermediate
C2C Bobble Blanket,1533,2.95,Homeware,Independent Designer,Maria's Blue Crayon,English,1,,Intermediate
"Mushroom snuggler crochet pattern, low-sew lovey toadstool PDF tutorial",1534,3.70,Toys,Independent Designer,LoveyCrochetPatterns,English,1,,Intermediate
Cardigans in King Cole Merino Blend DK - 5943PDF - Downloadable PDF,1535,2.99,Cardigans,King Cole,King Cole,English,2,6,Beginner
Beginner Crochet Poncho Wrap Pattern,1536,3.33,Ponchos,Independent Designer,Patternprincess,English,1,7,Beginner
Red Hook Afternoon Shoulder Bag,1537,3.33,Accessories,Independent Designer,Two of Wands,English,1,3,Beginner
Stanley the Strawberry,1538,0.00,Toys,Independent Designer,Samantha Schreyer,English,1,2,Beginner
Club Penguin Crochet Amigurumi,1539,2.22,Amigurumi,Independent Designer,Luna Patterns,English,1,,Beginner
The Meadow Sundress,1540,3.33,Dresses,Independent Designer,PlaceOfPatterns,English,1,17,Intermediate
Pumpkin beanie hat,1541,3.00,Hats,Independent Designer,Little Fig,English,1,3,Beginner
Happy Stitches,1542,2.96,Accessories,Independent Designer,CJ Brady Designs,English,1,4,Beginner
Berry Bliss Cardigan,1543,3.70,Cardigans,Independent Designer,Kristine Mullen,English,1,,Beginner
The Shining,1544,3.05,Homeware,Independent Designer,Kraftling,English,1,,Intermediate
Golden Hour Wrap Top,1545,3.50,Tops,Independent Designer,Manatee_Squares,English,1,16,Intermediate
Crochet Baby Bear Hat Pattern,1546,2.00,Accessories,Independent Designer,Selina Veronique Crochet,English,1,,Beginner
Gingham Blanket in Bernat Baby Coordinates Solids,1547,0.00,Blankets,Bernat,,English,1,,
Sheep Tea Cosy,1548,5.00,Homeware,Independent Designer,Helen Ingram,English,1,8,Beginner
Tulip Stitch Flower Garden Vest,1549,8.50,Waistcoats,Independent Designer,Realm Designs,English,1,,Intermediate
Le poisson steve crochet pattern,1550,2.00,Toys,Independent Designer,Chloe elizabeth Birch,English,1,2,Beginner
Baby Girl Hat and Cardigan,1551,1.09,Cardigans,Independent Designer,TatjanaBoutique,English,1,7,Intermediate
Little Reindeer Jumper,1552,4.99,Jumpers,Independent Designer,BabyCrochetDesigns,English,1,41,Intermediate
Candy Cane Baby Hat,1553,1.47,Baby Hats,Independent Designer,Wonderful Woodlands,English,1,,Advanced
Crochet cat keychain. Amigurumi keyring. Animal bag charm. Kitten pendant,1554,2.80,Accessories,Independent Designer,Angelika Liusinska,English,1,9,Beginner
Crochet bag: The Aneni bag pattern,1555,2.96,Accessories,Independent Designer,Mirrymas,English,1,8,Intermediate
Animal bundle,1556,0.00,Toys,Independent Designer,Carolyne Brodie,English,1,,Intermediate
Brady - Babies 4ply rib beanie,1557,2.59,Hats,Independent Designer,Jennifer Lee,English,1,3,Beginner
Hat of a cat,1558,0.00,Hats,Independent Designer,Lotien,English,1,,Intermediate
Kima Cardi,1559,5.55,Cardigans,Independent Designer,TL Yarn Crafts,English,1,7,Beginner
Elloth Granny Square,1560,0.00,Elloth Granny Square,Independent Designer,K.A.M.E. Crochet,English,1,9,Intermediate
Sea Life Mosaic,1561,7.33,Homeware,Independent Designer,AnaMoraisSoares,English,1,66,Intermediate
Fox Hat in Caron Simply Soft - Downloadable PDF,1562,0.00,Hats,Caron,,English,1,2,Beginner
Magic Wind Spinner,1563,3.45,Homeware,Independent Designer,Leonela Cevallos,English,1,,Beginner
Spring Breeze Scarf,1564,3.10,Accessories,Independent Designer,RaffamusaDesigns,English,1,,Intermediate
Family Guy Brian Griffin,1565,2.00,Toys,Independent Designer,Teenie Crochets,English,1,,Intermediate
Duke the Dog,1566,3.70,Toys,Independent Designer,Wendi Gratz,English,1,15,Intermediate
Aery Faery,1567,3.65,Accessories,Independent Designer,Vashti Braha,English,1,,
Rusty dog and bone toy amigurumi pattern,1568,3.50,Toys,Independent Designer,Liz Ward,English,1,6,Intermediate
Amigurumi Doll,1569,4.07,Toys,Independent Designer,,English,1,,Beginner
Continuous Granny Square Shrug,1570,0.00,Cardigans,Independent Designer,Michelle Greenberg,English,1,6,Beginner
Crochet Angeline Vintage Shawl/Wrap Pattern,1571,3.50,Accessories,Independent Designer,Selina Veronique Crochet,English,1,5,Beginner
The Jasara TableRunner,1572,2.78,Homeware,Independent Designer,JustOneHookDesigns,English,1,3,Intermediate
Aran Hearts Throw in Red Heart Soft - LW2947EN - Downloadable PDF,1573,0.00,Blankets,Red Heart,Bonnie Barker,English,1,2,Intermediate
Button up cardigan pattern,1574,3.70,Cardigans,Independent Designer,KnitcroAddict,English,1,6,Beginner
Noah's Ark Crochet Pattern,1575,5.70,Toys,Independent Designer,Kristine Kuluka,English,1,54,Intermediate
Elba Top in Adriafil Uno A Ritorto 5 - Downloadable PDF,1576,0.00,Tops,Adriafil,,English,1,1,
Top Coraline,1577,5.17,Tops,Independent Designer,Elo Courtat,English,1,,Intermediate
Dinosaur comforter. Dragon snuggler. Cute Amigurumi. Crochet. PDF.,1578,3.70,Amigurumi,Independent Designer,LoveyCrochetPatterns,English|French|German,1,9,Beginner
Carnival Polka Wristers,1579,0.61,Accessories,Independent Designer,SICK 'LIL MONKEYS,English,1,,Beginner
Elephant Crochet Pattern,1580,2.22,Toys,Independent Designer,Amy Gaines,English,1,4,Beginner
Cuppa Chaai / Kofee Coasters,1581,0.00,Homeware,Independent Designer,Prakruti's Crochet Villa,English,1,4,Beginner
Sunflower bucket hat,1582,4.07,Accessories,Independent Designer,Crochetlovemelbourne,English,1,,Beginner
Japanese Knot Bag in Universal Yarn Yashi - Downloadable PDF,1583,0.00,Japanese Knot Bag in Universal Yarn Yashi - Downloadable PDF,Universal Yarn,Rick Mondragon,English,1,2,Beginner
Sleeping Beauty Princess Aurora Dress Set,1584,4.50,Dresses,Independent Designer,You Crochet,English,1,,Intermediate
DayDream Cardigan,1585,3.70,Cardigans,Independent Designer,by.Daisy.Dots,English,1,20,Beginner
"Amigurumi pattern doll Astrid in Cheerleader outfit, Basic crochet doll pattern (English, Deutsch, Français)",1586,7.62,Toys,Independent Designer,CrochetPatternWorld,English|French|German,1,114,Advanced
Cabot Trail Cardigan,1587,4.81,Cardigans,Independent Designer,MJsOffTheHook,English,1,,Intermediate
Idlewild Dress - women's + children's sizes,1588,5.55,Dresses,Independent Designer,Jess Coppom Make & Do Crew,English,1,46,Intermediate
Sea Breeze Tank Top,1589,2.74,Tops,Independent Designer,For The Frills | Grace,English,1,,Beginner
Merilyn Bag,1590,3.45,Accessories,Independent Designer,isWoolish,English,1,,Beginner
Hot Pink Sundae Bonnet and Shoes 0-6mths,1591,2.25,Hats,Independent Designer,Precious Little Bundles,English,1,5,Intermediate
Granny Dress,1592,4.14,Dresses,Independent Designer,Mon Petit Violon,English,1,6,Intermediate
813-Long Or Short Vest,1593,3.47,Waistcoats,Independent Designer,Emi Harrington,English,1,,
Clyde the Chameleon Amigurumi,1594,0.00,Toys,Independent Designer,Critter-iffic Crochet,English,1,,Intermediate
Tabard In Sirdar Jewelspun Aran - 10728P - Downloadable PDF,1595,3.95,Waistcoats,Sirdar,,English,1,8,Beginner
Strawberry Basket,1596,0.00,Accessories,Independent Designer,Crossmanknits,English,1,9,Beginner
Lacy summer top,1597,3.70,Tops,Independent Designer,KnitcroAddict,English,1,10,Beginner
Amigurumi Penis plush,1598,3.33,Amigurumi,Independent Designer,Vitastoys,English,1,15,Beginner
Abrazo Rayado Cocoon,1599,3.70,Cardigans,Independent Designer,Creations By Courtney,English,1,4,Intermediate
"Tunisian Crochet Sweater ""Maximum""",1600,3.45,Sweaters,Independent Designer,Haekelgold,English|German,1,12,Intermediate
Latticework Cardigan Tutorial,1601,3.70,Sweaters,Independent Designer,MADuNaier,English,1,29,Intermediate
Classic Granny Square Sweater and Tee,1602,5.00,Jumpers,Independent Designer,Craft and a Cuppa,English,1,15,Beginner
All Squared Away Dog Coat,1603,2.56,All Squared Away Dog Coat,Independent Designer,Fozybear's Cottage Crochet,English,1,,Intermediate
Rainforest Retreat,1604,3.50,Accessories,Independent Designer,Lisa Cook,English,1,11,Intermediate
Magnolia Bag,1605,3.02,Accessories,Independent Designer,isWoolish,English,1,,Beginner
Crochet Market Bag,1606,0.82,Accessories,Independent Designer,Oksik,English,1,3,Beginner
Table Runner N 131,1607,3.70,Homeware,Independent Designer,Turquoise Pattern,English,1,,Intermediate
Cutie Pie Flower,1608,0.00,Cutie Pie Flower,Independent Designer,Queen Babs,English,1,3,Beginner
X Stitch Garden Tank Top 15-195,1609,3.70,Tops,Independent Designer,Pattern Paradise,English,1,,Beginner
Colour Pop Chameleon,1610,4.00,Toys,Independent Designer,Irene Strange,English,1,11,Intermediate
Cloudburst,1611,2.96,Accessories,Independent Designer,CJ Brady Designs,English,1,,Intermediate
Ebony the Little Doll,1612,0.00,Toys,Independent Designer,Cara Engwerda,English,1,8,Intermediate
Anchor pattern,1613,2.22,Toys,Independent Designer,Ludasamigurumi,English,1,8,Intermediate
The Chelsea Tote,1614,1.00,Accessories,Independent Designer,Ella Burch,English,1,,Beginner
Proud as a Peacock,1615,4.44,Accessories,Independent Designer,Lily Go,English,1,1,Beginner
Amour Blanket - Free Crochet Pattern For Home in Paintbox Yarns Wool Mix Aran,1616,0.00,Blankets,Paintbox Yarns,,English,1,6,Intermediate
Easter Bunny Garland,1617,2.22,Homeware,Independent Designer,Rupinder  Kaur,English,1,16,Beginner
Crochet Poppy Brooch,1618,2.50,Accessories,Independent Designer,Catherine Drabble,English,1,,Intermediate
Christmas Tree Gonk,1619,2.50,Homeware,Independent Designer,HookandMarvellous,English,1,7,Intermediate
Cuddly Elephant,1620,0.00,Toys,Independent Designer,Ternura Amigurumi,English,1,10,Intermediate
Club Penguin,1621,1.97,Toys,Independent Designer,Melissa's Crochet Patterns,English,1,,Intermediate
Dinosaur Sunhat,1622,3.25,Accessories,Independent Designer,The Puffling,English,1,6,Beginner
Knit-Look Half Moon Crochet Shawl. English and German Pattern,1623,2.11,Accessories,Independent Designer,Oksik,English|German,1,10,Beginner
Cable Twist Hat in Caron Simply Soft - Downloadable PDF,1624,0.00,Hats,Caron,,English,1,2,Intermediate
Luminance Blanket,1625,3.75,Homeware,Independent Designer,Ivy and Mabel,English,1,8,Intermediate
"539 Girls dress, sundress, jumper, newborn to 12 yrs.",1626,3.47,Dresses,Independent Designer,Emi Harrington,English,1,,
Cute Bunny Comforter / Lovey,1627,0.00,Toys,Independent Designer,Laura Tegg,English,1,6,Intermediate
Star Amigurumi,1628,3.10,Toys,Independent Designer,RaffamusaDesigns,English,1,,Intermediate
Buford the Bloodhound,1629,3.11,Toys,Independent Designer,Carolyne Brodie,English,1,,Intermediate
Baby Blanket Crochet Pattern 477,1630,5.29,Homeware,Independent Designer,ShiFio's Patterns,English,1,5,Intermediate
Beginners Baby Beanie,1631,1.00,Hats,Independent Designer,Kuggles Knitting Patterns,English,1,1,Beginner
Cosy Baby Cardigan in Red Heart Detroit - LW4251EN,1632,0.00,Cardigans,Red Heart,,English,1,,Intermediate
Farmhouse Square Blanket,1633,3.70,Homeware,Independent Designer,Deborah O'Leary,English,1,7,Beginner
Bunny Baby Lovey,1634,2.99,Toys,Independent Designer,Burgundy & Blush,English,1,,Beginner
Tractor Booties,1635,3.41,Booties,Independent Designer,Caroline Brooke,English,1,11,Intermediate
From the Middle Baby Blanket in Bernat Baby Blanket,1636,0.00,Blankets,Bernat,,English,1,1,Intermediate
Holly the Unicorn,1637,0.00,Toys,Independent Designer,Carolyne Brodie,English,1,,Intermediate
Totoro - My Dearest Neighbor,1638,3.70,Toys,Independent Designer,Petr Medek,English,1,60,Intermediate
Maria,1639,6.99,Homeware,Independent Designer,AnaMoraisSoares,Dutch|English|German|Spanish,1,138,Intermediate
Classic Granny Square Crochet Throw in Caron One Pound - Downloadable PDF,1640,0.00,Granny squares,Caron,,English|French,1,2,Beginner
Animal Baby Blanket - Froggin' About,1641,2.95,Homeware,Independent Designer,Helen Free,English,1,24,Intermediate
Net Cardigan in Adriafil Kid Mohair and Odeon - Downloadable PDF,1642,0.00,Cardigans,Adriafil,,English,1,1,
Pomeranian dog crochet,1643,4.40,Toys,Independent Designer,Ambercraftstore,Dutch|English|French,1,33,Intermediate
Erin Amigurumi Doll,1644,5.50,Toys,Independent Designer,Smiley Crochet Things,English,1,,Intermediate
Sleepy sloth curtain tie back,1645,3.70,Homeware,Independent Designer,Thoresby Cottage,English,1,4,Beginner
Solid Hexagons Blanket,1646,3.62,Homeware,Independent Designer,RaffamusaDesigns,English,1,,Intermediate
Sunshine Festival Crop Top,1647,3.70,Tops,Independent Designer,The Happy Unraveler,English,1,4,Intermediate
🎀 Scrump-Inspired Amigurumi Pattern – Digital PDF 🎀,1648,2.96,Toys,Independent Designer,Danielle Magalhães,English,1,17,Beginner
Diamond V Neck Top,1649,3.70,Tops,Independent Designer,Nicole Riley,English,1,,Intermediate
Lullaby Granny Square Baby Blanket in Caron One Pound - Downloadable PDF,1650,0.00,Granny squares,Caron,Marilyn Losee,English,1,3,Beginner
Moorland Poncho,1651,3.50,Ponchos,Independent Designer,Pearson Handmade,English,1,6,Intermediate
Cosy Jacket for Baby,1652,2.49,Cardigans,Independent Designer,UK Craft Store,English,1,4,Intermediate
Mini Skirt Summer Cover Up,1653,2.04,Mini Skirt Summer Cover Up,Independent Designer,Chezpascale,English,1,3,Beginner
Calico Cat Amigurumi,1654,0.00,Toys,Independent Designer,Amanda Maciel,English,1,,Beginner
Spring Into Easter,1655,7.95,Homeware,Independent Designer,Rosina Plane,English,1,47,Intermediate
Baby Wolf Amigurumi,1656,0.00,Toys,Independent Designer,Amanda Maciel,English,1,,Beginner
Baby Girl Slouchy Hat,1657,3.63,Hats,Independent Designer,Vanessa cayton,English,1,,Beginner
Elephant Newborn Beanie,1658,1.63,Accessories,Independent Designer,Crafty Creations,English,1,3,Beginner
Meara Fisherman Sweater,1659,2.85,Jumpers,Independent Designer,Olivia Kent,English,1,,Intermediate
Hot Dog Dachshund Amigurumi,1660,2.59,Toys,Independent Designer,HookingCuteCreations,English,1,5,Beginner
Islamic crochet prayer hat,1661,3.26,Accessories,Independent Designer,Umm Umar,English,1,6,Beginner
Crochet Cocoon in Caron x Pantone - Downloadable PDF,1662,0.00,Cardigans,Caron,,English,1,3,Beginner
Stitch,1663,3.70,Toys,Independent Designer,My First Buddies,English,1,,Intermediate
Woof!,1664,3.95,Homeware,Independent Designer,Rosina Plane,English,1,14,Intermediate
Roma Lavinia Skirt,1665,0.00,Skirts,Independent Designer,Krpena Lutkica - Rag Doll,English,1,8,Intermediate
Papaya,1666,2.96,Toys,Independent Designer,Creative Needle,English,1,4,Beginner
A Simple Twist of Fate,1667,2.50,Hats,Independent Designer,High Fibre Shop,English,1,5,Intermediate
Granny Cardigan,1668,3.00,Cardigans,Independent Designer,BabyCrochetDesigns,English,1,34,Beginner
Sterling the Star,1669,0.00,Toys,Independent Designer,Llama Lou Crochet,English,1,,Beginner
Sinnestriel,1670,4.31,Accessories,Independent Designer,Reimy Johanna Designs,English,1,14,Intermediate
"Madux James, a Legacy Square",1671,0.00,"Madux James, a Legacy Square",Independent Designer,A Yarn of Serendipity,English,1,14,Intermediate
Peach Flower Hat,1672,2.96,Baby Hats,Independent Designer,ViTalina Craft,English,1,3,Advanced
Georgie Top,1673,3.70,Tops,Independent Designer,Billow Design,English|French,1,8,Intermediate
Bonnie Bluebells,1674,3.60,Homeware,Independent Designer,The Crafty Therapist,English,1,5,Intermediate
Crochet Summer Top and Skirt Set,1675,5.18,Tops,Independent Designer,KnitcroAddict,English,1,13,Intermediate
Cable Tryst Throw,1676,4.07,Homeware,Independent Designer,Lisa van Klaveren,English,1,,Beginner
Fairy Tale Cat Cave,1677,4.00,Fairy Tale Cat Cave,Independent Designer,Sarah Taylor,English,1,12,Intermediate
Twin Set Cloud Cardigan in Adriafil Navy - Downloadable PDF,1678,0.00,Cardigans,Adriafil,,English,1,1,
Baby Grey Hat and Cardigan,1679,1.09,Cardigans,Independent Designer,TatjanaBoutique,English,1,6,Intermediate
Crochet tote bag Amelie,1680,4.92,Accessories,Independent Designer,I Love Create,English,1,,Beginner
Franny Granny Child Cardigan,1681,8.25,Cardigans,Independent Designer,Hannah Cross,English,1,22,Intermediate
Pixie the Robot in Lion Brand Wool Ease - M22280WE - Downloadable PDF,1682,0.00,Toys,Lion Brand,Lion Brand,English,1,7,Beginner
Primrose Blouse,1683,4.44,Tops,Independent Designer,Michelle Ferguson,English,1,,Intermediate
Minecraft Wolf Dog Crochet Pattern,1684,3.80,Toys,Independent Designer,Kristine Kuluka,English,1,11,Intermediate
